,Symbol,LTP,2_day_rise,5_day_rise,1_month_rise,2_month_rise,3_month_rise,6_month_rise,1_year_rise,P/E Ratio (TTM),ROE,Debt-to-Equity,Price-to-Book Ratio,10_day_rise
2427,WINSOME.NS,4.21999979,-2.314823553,-1.401878894,14.363136172155528,22.31883280769524,15.616429587156999,11.052627451201834,2713.333081669289,,,,,6.030144974070482
2003,DOLPHIN.NS,682.0499877929688,1.7909111586623512,-2.046531703,1.480436329187011,-9.27773359,11.50073143404277,205.98923574206796,2143.585514314369,41.728256,,0.526,1.1652718,3.899760089861005
1503,KODYTECH.NS,3530.100098,-3.307448862,-3.989881126,-13.4949016,47.486947886202216,197.47200159317862,245.9864882770684,1877.6471135329132,,,,,-11.71991003
2338,SPYL.NS,7.199999809265137,3.896103717382669,5.882347166332156,49.06832138706502,81.36019539993876,152.6315807085399,206.38298304062633,1500.0000000000002,1.5956522,,11.606,34.78673,14.285707798134098
1397,RBMINFRA.NS,639.25,10.101623644553774,17.931927755001805,10.501296456352636,40.40193655587704,9.105644882,-6.144468813,1141.2621359223301,,,,,41.11479028697572
1581,SAHANA.NS,1406.75,-1.975470425,-6.874750249,-21.39524595,-7.148281927,60.130904951622085,37.51221896383187,882.7104854906657,,,,,-10.08597002
2301,LGHL.NS,293.3999938964844,3.328044121569903,-1.560138932,-12.58751699,-12.8859844,0.8247401706131873,62.099444141704076,762.9411585190717,1401.4999,0.24527,116.156,12.88617,0.46225172400028675
1722,ELECTHERM.NS,864,-1.420504539,-3.388123472,19.13954570554308,17.27975915347131,12.51464676788694,120.01527199966051,741.6950678585022,3.506303,,,,-4.525113173
904,SKYGOLD.NS,2027.5,2.5777212776414475,-0.775685799,4.886058238850747,59.507516241229226,60.77870992385477,85.64299360683088,694.1637194532105,66.885155,0.23656,127.012,12.667997,-9.579451641
1779,DIACABS.NS,1516.800048828125,-1.400846823,-5.07837572,22.09120446215221,68.08510725,70.50360729035322,435.30969336700696,677.8461788862179,286.25235,,,,11.578639222248514
1013,TRIL.NS,710.5499877929688,2.4216198620495497,-2.047151381,-9.107772588,-3.168438319,23.670699310676124,123.83051203966237,623.5743481412478,123.41682,,45.453,17.73978,-5.868714212
1612,KDL.NS,1685.25,1.8924423200319902,-3.202182654,3.618419497204519,61.36058604034141,76.89198891642066,61.31426044,616.8226100589623,,,,,2.8877591036456316
9,COCHINSHIP.NS,2349.350098,-2.557026227,-7.42936333,-16.22628086,24.09413470574103,90.2770058,166.17005978284996,605.4575904853882,71.66871,,10.037,12.285461,-9.32475957
1485,TECHLABS.NS,726,3.234980448,-1.891891892,-18.77831629,38.16728197428427,102.42576672385007,253.54272141293637,604.5123517709746,,,,,-7.279693487
873,UNITECH.NS,10.210000038146973,-1.161663954,-6.158088872,-13.8396649,-0.7774531,-2.761904399,-36.18749976,604.1379105,,,,,-8.757815719
928,V2RETAIL.NS,899.7000122070312,-6.134584016,-10.82808848,21.065731366476207,53.28392426878179,100.98291622340108,130.60362073099046,592.0769324669471,119.36104,,191.28,12.120315,4.829596528637489
1963,GRCL.NS,370,0.7213812038804303,-3.896103896,7.246376811594203,3.641456582633053,7.386449893686692,85,560.7142857142857,,,,,-7.5
901,NPST.NS,2910.899902,3.6313148757950064,8.133507499890943,62.733747161076174,93.77579529761933,106.76208067782602,132.89061888836616,559.0716911821863,,,,,6.542466789492807
315,SHAKTIPUMP.NS,4654.75,-4.525780588,-0.682775911,8.523835864455858,85.96683979,124.66635039212622,217.51364256480218,549.3339134447635,61.042236,,11.225,11.417038,6.995910824020646
516,GET&D.NS,1758.550048828125,2.536369129852687,0.632334697,3.733965422688394,26.994045772025636,74.511266,113.28684643154942,546.8824753892044,150.76038,,3.365,35.11109,11.71071676879516
